"År-måned","Arbeidssted fylkesnummer","Arbeidssted kommunenummer","Stilling Yrkesbetegnelse kode (6-siffer)","Tilgang stillinger i perioden"
"201601","05","0501","7126.03","2"
"201601","02","0213","5321.03","2"
"201601","08","0807","9621.02","2"
"201601","09","0906","1219.32","2"
"201601","11","1103","2431.04","4"
"201601","02","0219","1412.01","1"
"201601","20","2019","2342.07","1"
"201601","06","0616","5120.03","1"
"201601","14","1413","3412.03","1"
"201601","06","0626","5223.02","5"
"201601","08","0831","5223.02","1"
"201601","02","0211","2142.19","1"
"201601","05","0545","7126.01","1"
"201601","18","1833","2142.19","1"
"201601","16","1601","1342.01","1"
"201601","07","0706","5322.05","1"
"201601","18","1865","5321.02","5"
"201601","15","1566","0000.01","1"
"201601","04","0427","4226.15","1"
"201601","02","0226","2433.02","1"
"201601","18","1813","8332.03","1"
"201601","11","1103","5223.03","2"
"201601","10","1001","2352.02","1"
"201601","02","0236","2224.10","3"
"201601","02","0214","7411.01","1"
"201601","09","0919","2341.01","2"
"201601","18","1860","7127.01","1"
"201601","11","1103","2422.38","1"
"201601","16","1621","2223.02","2"
"201601","05","0543","9621.02","1"
"201601","01","0105","5246.01","2"
"201601","05","0501","5120.03","6"
"201601","19","1931","2342.07","1"
"201601","04","0412","2433.03","1"
"201601","19","1903","2611.01","1"
"201601","05","0538","2341.01","3"
"201601","12","1201","6121.01","1"
"201601","19","1902","3412.06","3"
"201601","04","0412","7512.01","1"
"201601","09","0904","5311.02","3"
"201601","03","0301","2431.05","2"
"201601","02","0219","7512.01","2"
"201601","05","0542","1342.12","1"
"201601","02","0230","5321.02","5"
"201601","14","1449","4110.02","2"
"201601","07","0704","2224.11","2"
"201601","11","1103","2352.02","2"
"201601","10","1032","2431.01","1"
"201601","02","0219","2320.03","1"
"201601","05","0520","3118.26","1"
"201601","07","0714","5413.05","1"
"201601","16","1601","2144.02","1"
"201601","17","1756","8322.02","1"
"201601","15","1525","3258.01","1"
"201601","14","1401","9112.05","1"
"201601","12","1201","2351.05","1"
"201601","18","1824","2411.02","1"
"201601","17","1702","2164.07","1"
"201601","05","0502","1345.25","1"
"201601","09","0906","8342.01","1"
"201601","19","1939","2224.02","1"
"201601","02","0230","2212.02","5"
"201601","18","1841","2342.07","1"
"201601","15","1514","5311.02","1"
"201601","14","1416","5321.03","2"
"201601","04","0427","2142.19","2"
"201601","17","1756","2341.05","1"
"201601","02","0219","2634.11","4"
"201601","16","1663","2359.01","1"
"201601","14","1419","5311.04","2"
"201601","07","0706","9312.06","3"
"201601","12","1228","9333.01","2"
"201601","19","1941","3122.11","1"
"201601","15","1505","3112.17","1"
"201601","03","0301","1349.17","1"
"201601","18","1845","2223.02","1"
"201601","02","0235","8160.67","55"
"201601","10","1004","3322.05","1"
"201601","18","1860","7542.02","1"
"201601","05","0534","2262.02","1"
"201601","10","1004","9412.02","2"
"201601","02","0230","2212.01","1"
"201602","11","1103","2635.04","1"
"201602","03","0301","5244.02","9"
"201602","03","0301","3434.02","4"
"201602","04","0403","1349.04","1"
"201602","03","0301","5131.01","2"
"201602","01","0125","3112.03","1"
"201602","11","1146","3412.03","1"
"201602","03","0301","1223.01","1"
"201602","12","1201","3341.02","1"
"201602","06","0619","5223.02","2"
"201602","03","0301","5132.03","10"
"201602","07","0704","5132.01","5"
"201602","08","0805","3116.04","1"
"201602","12","1201","2342.01","1"
"201602","12","1201","3112.03","2"
"201602","16","1601","0000.01","6"
"201602","04","0412","5223.02","2"
"201602","12","1238","5223.02","1"
"201602","16","1601","7114.08","1"
"201602","16","1601","5414.02","4"
"201602","04","0403","5329.04","2"
"201602","02","0219","8342.01","4"
"201602","11","1106","4110.05","2"
"201602","09","0906","2224.02","1"
"201602","12","1201","9312.02","1"
"201602","01","0105","5223.02","5"
"201602","03","0301","3322.05","7"
"201602","01","0104","2221.01","1"
"201602","02","0214","0000.02","1"
"201602","04","0402","2422.05","4"
"201602","07","0713","4110.02","1"
"201602","03","0301","2642.01","24"
"201602","16","1601","2341.01","5"
"201602","14","1421","4224.02","2"
"201602","18","1870","9112.02","9"
"201602","02","0217","5223.02","4"
"201602","16","1601","7131.02","6"
"201602","06","0605","2142.01","1"
"201602","06","0602","5131.02","5"
"201602","02","0219","2223.02","28"
"201602","01","0105","5321.02","18"
"201602","01","0124","0000.02","1"
"201602","02","0216","8342.01","1"
"201602","07","0709","7549.02","1"
"201602","18","1833","9112.02","1"
"201602","14","1424","0000.02","1"
"201602","19","1924","2422.05","1"
"201602","12","1246","4110.21","1"
"201602","11","1106","3256.01","1"
"201602","04","0428","7115.07","2"
"201602","02","0231","3123.08","1"
"201602","08","0815","5223.04","1"
"201602","11","1119","2635.04","1"
"201602","08","0806","2144.04","1"
"201602","12","1251","5311.04","2"
"201602","04","0429","1219.34","1"
"201602","19","1902","5329.01","7"
"201602","03","0301","1411.07","1"
"201602","01","0135","2422.05","1"
"201602","01","0101","2342.04","1"
"201602","04","0420","3341.03","1"
"201602","14","1422","3412.07","2"
"201602","02","0219","3256.02","1"
"201602","06","0602","4110.24","1"
"201602","UT","Verd","5153.21","1"
"201602","11","1111","3313.14","1"
"201602","07","0711","2224.02","2"
"201602","02","0231","7233.03","2"
"201602","08","0815","3114.14","1"
"201602","12","1224","2330.03","1"
"201602","11","1134","5411.02","1"
"201602","17","1725","5321.03","2"
"201602","06","0602","2212.02","1"
"201602","07","0720","7114.03","2"
"201602","18","1867","7212.02","2"
"201602","11","1122","5222.02","1"
"201602","15","1505","4110.06","2"
"201602","14","1401","5329.02","4"
"201602","08","0806","7114.04","2"
"201602","06","0602","1420.06","2"
"201602","16","1653","4110.02","1"
"201602","04","0403","3511.03","1"
"201602","08","0821","2224.10","13"
"201602","18","1832","7511.03","1"
"201602","12","1245","2221.02","1"
"201602","11","1127","2211.01","3"
"201602","14","1426","5223.02","1"
"201602","20","2028","3116.04","1"
"201602","15","1505","9333.02","1"
"201602","16","1648","3511.05","2"
"201602","20","2011","2223.02","1"
"201602","15","1505","5321.03","2"
"201602","11","1160","1219.13","1"
"201602","11","1103","5311.02","1"
"201602","12","1216","3313.06","1"
"201602","19","1931","2342.07","2"
"201602","03","0301","1420.04","3"
"201602","18","1841","2224.10","1"
"201602","07","0706","3322.01","1"
"201602","04","0425","5311.08","2"
"201602","16","1640","2223.02","5"
"201602","02","0213","5311.09","2"
"201602","11","1103","3114.14","1"
"201602","08","0814","2529.03","1"
"201602","15","1504","2211.01","1"
"201602","15","1531","5120.03","3"
"201602","15","1520","2341.01","8"
"201602","16","1601","1349.04","4"
"201602","11","1102","5169.02","1"
"201602","20","2025","3257.08","1"
"201602","15","1516","5321.01","1"
"201602","15","1516","8157.03","2"
"201602","04","0403","2341.01","2"
"201602","09","0914","3334.02","1"
"201602","15","1539","2223.02","2"
"201602","19","1920","3112.03","1"
"201602","08","0805","3434.06","1"
"201602","10","1003","7231.04","1"
"201602","12","1201","5329.27","4"
"201602","19","1939","5321.05","1"
"201602","06","0602","4110.21","1"
"201602","06","0619","2341.01","1"
"201602","15","1502","3212.01","1"
"201602","12","1201","7115.15","7"
"201602","01","0104","2212.01","2"
"201602","06","0604","5120.03","1"
"201602","16","1601","5322.05","5"
"201602","02","0217","2634.01","2"
"201602","11","1106","5329.26","2"
"201602","02","0230","5321.04","2"
"201602","04","0417","1349.78","1"
"201602","12","1201","3112.12","1"
"201602","03","0301","5222.02","1"
"201602","09","0912","5321.03","2"
"201602","02","0219","3521.01","4"
"201602","20","2012","4321.27","2"
"201602","10","1003","5151.13","1"
"201602","03","0301","3322.30","1"
"201602","14","1401","3115.03","1"
"201602","01","0106","2351.03","2"
"201602","06","0602","3322.15","1"
"201602","05","0501","2411.12","1"
"201602","07","0704","3321.01","1"
"201602","12","1201","5321.06","60"
"201602","19","1902","1349.05","3"
"201602","12","1201","1114.02","1"
"201602","11","1106","3112.18","1"
"201602","05","0542","7522.01","1"
"201602","11","1112","2223.02","1"
"201602","06","0624","7114.04","1"
"201602","08","0821","2342.08","1"
"201602","04","0417","2224.02","4"
"201602","02","0219","2221.03","2"
"201602","01","0104","2152.02","1"
"201602","12","1259","3412.02","1"
"201602","18","1804","3113.11","1"
"201602","20","2021","5321.01","1"
"201602","15","1504","3313.10","1"
"201602","05","0529","1219.13","1"
"201602","03","0301","1212.07","1"
"201602","18","1859","2223.02","2"
"201602","01","0125","8160.14","2"
"201602","14","1416","2264.01","1"
"201602","15","1547","7214.04","2"
"201602","18","1859","2224.02","1"
"201602","14","1443","3258.01","2"
"201602","15","1511","2223.02","2"
"201602","16","1624","5321.02","10"
"201602","15","1502","4311.02","2"
"201602","12","1244","6121.08","1"
"201602","06","0624","2164.01","1"
"201602","08","0805","5329.01","2"
"201602","19","1942","3412.03","1"
"201602","03","0301","3312.04","1"
"201602","19","1911","2224.02","2"
"201602","19","1919","8157.11","1"
"201602","06","0628","2342.01","2"
"201602","19","1902","1324.12","1"
"201602","06","0627","2342.01","4"
"201602","01","0101","2631.02","1"
"201602","18","1804","3322.07","1"
"201602","08","0814","7126.10","1"
"201602","19","1903","3112.12","1"
"201602","03","0301","2511.12","1"
"201602","16","1612","5153.03","1"
"201602","02","0213","6113.04","2"
"201602","05","0502","2223.03","1"
"201602","03","0301","3353.01","2"
"201602","01","0106","3132.01","2"
"201602","07","0704","3334.02","1"
"201602","19","1939","5329.02","2"
"201602","05","0522","5321.05","2"
"201602","07","0709","5223.20","1"
"201602","19","1922","3322.19","1"
"201602","15","1531","2224.02","3"
"201602","18","1805","2223.02","5"
"201602","11","1141","2221.01","1"
"201602","14","1416","1420.06","1"
"201602","05","0511","0000.02","1"
"201602","09","0906","1349.04","3"
"201602","03","0301","3119.51","2"
"201602","18","1870","5223.04","1"
"201602","05","0543","3256.01","1"
"201602","06","0602","2634.01","3"
"201602","09","0914","5153.03","2"
"201602","20","2021","1345.20","1"
"201602","14","1426","0000.02","2"
"201602","18","1865","2353.01","1"
"201602","07","0716","8344.01","1"
"201602","11","1145","2223.02","1"
"201602","05","0521","2223.02","1"
"201602","02","0216","2264.01","1"
"201602","11","1102","1349.04","2"
"201602","20","2003","5413.02","1"
"201602","06","0612","2223.02","4"
"201602","06","0605","2212.01","2"
"201602","02","0219","2212.10","1"
"201602","01","0105","3112.03","1"
"201602","14","1413","5120.03","1"
"201602","06","0626","2221.02","2"
"201602","08","0828","5311.04","3"
"201602","11","1101","1345.20","1"
"201602","09","0904","5311.07","1"
"201602","16","1664","7126.01","1"
"201602","10","1017","2341.01","2"
"201602","06","0602","2634.13","1"
"201602","19","1931","2342.04","3"
"201602","12","1219","9122.01","1"
"201602","03","0301","1323.12","1"
"201602","02","0239","9312.04","1"
"201602","14","1432","1324.58","1"
"201602","11","1106","2221.11","1"
"201602","07","0704","3313.02","1"
"201602","17","1721","5113.01","2"
"201602","07","0709","3240.01","1"
"201602","18","1832","1420.06","2"
"201602","09","0904","2635.04","2"
"201602","12","1201","3355.04","1"
"201602","08","0826","5131.02","1"
"201602","03","0301","1219.13","1"
"201602","18","1804","2412.12","1"
"201602","15","1571","5153.03","2"
"201602","07","0701","2512.01","1"
"201602","14","1431","4321.26","1"
"201602","03","0301","2149.07","1"
"201602","19","1903","1420.05","1"
"201602","11","1134","3212.02","2"
"201602","06","0605","5413.02","10"
"201602","14","1420","5329.02","2"
"201602","05","0542","2422.43","1"
"201602","15","1502","2161.05","1"
"201602","16","1640","1349.05","1"
"201603","12","1201","5223.02","31"
"201603","03","0301","2342.01","14"
"201603","05","0529","5153.03","1"
"201603","03","0301","2149.01","1"
"201603","03","0301","1342.01","3"
"201603","06","0619","2341.01","2"
"201603","02","0219","2434.01","1"
"201603","10","1001","7119.02","9"
"201603","07","0704","5249.01","1"
"201603","08","0806","5223.02","4"
"201603","06","0602","7126.01","5"
"201603","03","0301","2164.02","1"
"201603","11","1103","7132.01","1"
"201603","11","1103","5223.02","10"
"201603","12","1201","5322.05","19"
"201603","12","1201","3323.01","1"
"201603","12","1201","3334.02","1"
"201603","11","1103","3117.02","1"
"201603","15","1504","5223.02","7"
"201603","12","1201","5120.02","2"
"201603","03","0301","7549.02","1"
"201603","18","1860","2341.01","2"
"201603","12","1221","8332.03","1"
"201603","11","1146","3256.01","1"
"201603","03","0301","2224.02","20"
"201603","14","1445","5223.02","2"
"201603","19","1903","3355.02","2"
"201603","16","1630","8332.03","1"
"201603","02","0220","0000.02","3"
"201603","14","1432","3113.25","1"
"201603","02","0235","2164.01","1"
"201603","04","0419","3213.01","2"
"201603","02","0219","2352.04","2"
"201603","12","1201","2413.11","1"
"201603","07","0709","5246.02","2"
"201603","18","1804","1420.07","1"
"201603","10","1001","2621.01","1"
"201603","06","0617","2422.05","2"
"201603","16","1601","5321.02","30"
"201603","10","1002","3412.06","1"
"201603","03","0301","2211.05","2"
"201603","11","1103","2264.01","1"
"201603","05","0517","5321.02","3"
"201603","02","0215","5223.02","2"
"201603","03","0301","3212.11","2"
"201603","20","2017","5329.02","2"
"201603","15","1505","3112.16","1"
"201603","18","1870","1349.04","1"
"201603","08","0807","8322.02","1"
"201603","16","1653","2222.01","1"
"201603","05","0528","2330.03","9"
"201603","12","1201","3511.05","1"
"201603","16","1601","4321.01","7"
"201603","17","1714","4311.02","1"
"201603","10","1046","5311.02","2"
"201603","03","0301","2511.17","1"
"201603","10","1001","3334.01","1"
"201603","10","1001","2224.02","5"
"201603","03","0301","7115.17","2"
"201603","14","1432","3355.02","2"
"201603","19","1902","2310.03","14"
"201603","03","0301","5244.04","4"
"201603","16","1601","5311.04","12"
"201603","15","1566","2224.02","2"
"201603","12","1231","4224.14","1"
"201603","09","0926","2341.01","2"
"201603","08","0826","9412.04","1"
"201603","20","2020","0000.01","2"
"201603","18","1833","3312.15","1"
"201603","14","1419","4110.06","1"
"201603","12","1246","7214.02","1"
"201603","14","1432","5223.04","1"
"201603","12","1253","2221.07","2"
"201603","18","1849","2636.22","1"
"201603","UT","Norg","8342.02","2"
"201603","02","0220","1114.29","1"
"201603","03","0301","2529.02","1"
"201603","12","1263","1323.01","1"
"201603","05","0528","8332.03","3"
"201603","11","1145","9412.06","1"
"201603","18","1813","2642.01","2"
"201603","09","0906","3322.19","1"
"201603","19","1923","6113.03","2"
"201603","16","1601","7119.02","3"
"201603","08","0805","7115.07","2"
"201603","15","1502","2212.01","1"
"201603","11","1103","9329.02","1"
"201603","02","0237","1219.30","1"
"201603","11","1120","2432.05","1"
"201603","19","1903","2621.10","1"
"201603","08","0806","3423.01","2"
"201603","05","0501","8342.15","1"
"201603","15","1539","2342.04","1"
"201603","10","1014","5311.02","1"
"201603","15","1532","5311.02","1"
"201603","01","0106","8157.03","2"
"201603","16","1664","0000.01","2"
"201603","08","0815","3112.04","1"
"201603","20","2012","3119.38","1"
"201603","02","0220","2330.02","1"
"201603","16","1663","5411.02","2"
"201603","15","1535","2223.02","2"
"201603","09","0904","5321.02","6"
"201603","19","1903","2265.04","1"
"201603","08","0821","4311.02","1"
"201603","02","0214","5321.02","3"
"201603","18","1871","2342.07","2"
"201603","04","0427","5311.02","18"
"201603","05","0540","5311.02","2"
"201603","18","1866","4110.02","1"
"201603","18","1860","2529.03","1"
"201603","11","1103","4110.05","1"
"201603","06","0623","2635.01","2"
"201603","15","1514","1345.01","1"
"201603","18","1820","3112.04","1"
"201603","18","1865","5311.04","2"
"201603","11","1103","4110.12","4"
"201603","07","0704","5322.01","1"
"201603","16","1601","2635.12","1"
"201603","12","1219","5120.05","1"
"201603","11","1102","0000.01","1"
"201603","19","1931","2223.02","20"
"201603","01","0106","5411.02","2"
"201603","12","1235","4110.21","1"
"201603","16","1657","5311.02","2"
"201603","08","0806","7411.01","5"
"201603","16","1601","1323.28","1"
"201603","16","1601","7122.02","1"
"201603","20","2020","5120.03","1"
"201603","12","1242","2351.02","1"
"201603","04","0412","9312.06","1"
"201603","08","0815","2211.01","1"
"201603","12","1260","2342.04","4"
"201603","14","1412","2267.01","1"
"201603","07","0722","3116.03","2"
"201603","16","1601","2511.03","8"
"201603","12","1253","7115.07","3"
"201603","03","0301","2413.15","1"
"201603","02","0219","1311.14","1"
"201603","12","1201","2131.15","1"
"201603","11","1119","6113.01","2"
"201603","11","1103","2165.01","1"
"201603","18","1841","2224.02","2"
"201603","05","0502","2635.01","3"
"201603","03","0301","7411.12","1"
"201603","12","1259","5311.09","1"
"201603","11","1146","5329.13","1"
"201603","05","0511","7411.01","1"
"201603","02","0235","5142.14","2"
"201603","17","1744","9112.02","1"
"201603","19","1931","2224.10","2"
"201603","18","1804","3256.02","3"
"201603","15","1504","1342.28","1"
"201603","09","0906","2641.01","1"
"201603","09","0926","5311.04","8"
"201603","06","0620","7413.03","2"
"201603","06","0625","7115.07","2"
"201603","12","1222","8160.48","1"
"201603","20","2025","4311.02","1"
"201603","02","0221","2267.01","1"
"201603","19","1902","0000.01","11"
"201603","18","1824","5321.02","4"
"201603","18","1804","3412.07","1"
"201603","UT","Norg","7412.05","1"
"201603","15","1529","5312.01","2"
"201603","02","0235","5321.03","1"
"201603","10","1037","2634.01","1"
"201603","09","0929","2351.04","1"
"201603","07","0702","7115.07","2"
"201603","12","1201","3359.03","1"
"201603","08","0817","2422.05","1"
"201603","06","0602","1324.01","1"
"201603","08","0805","4322.03","2"
"201603","06","0617","1420.06","1"
"201603","19","1902","2421.02","1"
"201603","08","0805","3152.08","2"
"201603","04","0436","2211.01","1"
"201603","05","0511","5312.01","1"
"201603","18","1871","1345.20","1"
"201603","01","0106","8332.03","2"
"201603","11","1127","5329.26","2"
"201603","12","1227","5223.02","2"
"201603","10","1002","5120.03","1"
"201603","07","0722","2529.03","1"
"201603","19","1933","9329.02","2"
"201603","11","1103","9122.01","1"
"201603","06","0619","2221.02","2"
"201603","05","0529","5322.05","1"
"201603","14","1401","3152.08","1"
"201603","11","1146","4110.02","1"
"201603","11","1106","4311.01","2"
"201603","16","1627","5311.09","2"
"201603","19","1931","5246.07","1"
"201603","10","1004","7115.17","1"
"201603","11","1135","5329.02","2"
"201603","10","1002","7231.03","2"
"201603","05","0528","3412.07","2"
"201603","11","1141","9412.02","6"
"201603","14","1439","1345.20","1"
"201603","15","1566","5329.02","2"
"201603","01","0127","9412.02","2"
"201603","09","0929","8157.03","2"
"201603","09","0935","2224.04","1"
"201603","17","1744","2221.02","1"
"201603","08","0805","8332.03","4"
"201603","09","0926","1349.05","1"
"201603","18","1833","7411.01","2"
"201603","16","1601","1219.31","1"
"201603","05","0514","2342.07","1"
"201603","15","1539","5153.03","1"
"201603","07","0704","2212.15","1"
"201603","18","1833","3412.03","5"
"201603","20","2004","5223.02","2"
"201603","04","0412","2423.02","1"
"201603","02","0230","1341.05","1"
"201603","12","1235","9622.02","1"
"201603","03","0301","2132.03","1"
"201603","02","0220","2352.02","3"
"201603","16","1617","7115.07","1"
"201603","11","1106","7222.03","1"
"201603","06","0620","2223.02","2"
"201603","02","0214","2342.07","1"
"201603","02","0213","3112.12","1"
"201603","11","1103","2633.01","1"
"201603","20","2004","5321.03","2"
"201603","20","2012","2223.02","5"
"201603","01","0105","7115.07","2"
"201603","18","1804","1342.28","3"
"201603","19","1902","5321.02","17"
"201603","04","0437","5411.09","1"
"201604","02","0220","0000.02","5"
"201604","UT","Norg","4110.02","1"
"201604","12","1201","7121.01","22"
"201604","03","0301","2142.01","4"
"201604","17","1702","5223.02","9"
"201604","03","0301","0000.01","7"
"201604","03","0301","3256.01","5"
"201604","03","0301","5120.03","75"
"201604","10","1002","8331.01","1"
"201604","02","0219","7223.01","1"
"201604","02","0219","5321.02","19"
"201604","02","0220","5223.02","11"
"201604","07","0704","2519.01","2"
"201604","05","0501","7115.07","4"
"201604","02","0219","0000.02","4"
"201604","UT","Norg","8332.03","5"
"201604","02","0220","5120.03","8"
"201604","03","0301","9122.01","2"
"201604","11","1106","5223.02","8"
"201604","11","1149","7214.02","20"
"201604","06","0623","5223.02","1"
"201604","07","0704","2224.02","2"
"201604","07","0704","5329.03","1"
"201604","07","0706","2431.01","1"
"201604","15","1504","2511.01","1"
"201604","05","0512","5223.02","1"
"201604","05","0528","7231.01","1"
"201604","03","0301","3355.02","18"
"201604","03","0301","3113.01","40"
"201604","03","0301","5329.04","21"
"201604","03","0301","3112.04","4"
"201604","03","0301","3313.10","2"
"201604","07","0704","1420.06","1"
"201604","09","0906","5312.01","2"
"201604","10","1001","5414.02","1"
"201604","16","1601","5132.01","2"
"201604","15","1531","7214.01","1"
"201604","04","0423","3251.01","1"
"201604","05","0501","1420.02","1"
"201604","17","1703","7233.04","1"
"201604","18","1815","2341.01","4"
"201604","06","0626","2211.01","1"
"201604","04","0427","2212.01","3"
"201604","03","0301","2114.02","4"
"201604","10","1001","2310.03","4"
"201604","11","1103","5131.02","18"
"201604","03","0301","3412.06","33"
"201604","03","0301","3359.02","2"
"201604","03","0301","1342.01","5"
"201604","03","0301","8342.01","8"
"201604","12","1201","3413.01","1"
"201604","06","0626","7231.04","1"
"201604","02","0213","5223.02","18"
"201604","11","1121","7231.04","1"
"201604","02","0231","3412.12","1"
"201604","02","0231","8322.03","1"
"201604","02","0231","2330.03","5"
"201604","03","0301","2632.13","2"
"201604","11","1122","2262.12","1"
"201604","17","1719","3254.01","1"
"201604","08","0814","2330.02","1"
"201604","16","1601","9214.01","1"
"201604","05","0528","3251.01","1"
"201604","11","1106","3322.05","2"
"201604","10","1002","2352.02","1"
"201604","04","0428","2221.01","1"
"201604","06","0626","2351.01","1"
"201604","09","0926","9412.02","2"
"201604","15","1505","3151.09","2"
"201604","12","1221","2622.05","1"
"201604","17","1719","2342.07","1"
"201604","11","1103","2422.27","1"
"201604","11","1101","2212.02","1"
"201604","15","1548","4322.01","1"
"201604","11","1103","2622.04","1"
"201604","10","1003","1420.06","1"
"201604","19","1902","8332.03","13"
"201604","12","1201","1345.14","5"
"201604","12","1201","3312.27","1"
"201604","01","0101","2431.01","1"
"201604","02","0220","2342.01","5"
"201604","14","1438","8342.01","1"
"201604","18","1820","5222.02","1"
"201604","10","1003","5131.02","1"
"201604","01","0105","8332.03","2"
"201604","06","0624","2223.02","5"
"201604","03","0301","5142.05","5"
"201604","17","1751","7214.02","1"
"201604","12","1201","1112.02","1"
"201604","19","1903","9112.02","4"
"201604","16","1648","5311.04","1"
"201604","12","1221","5120.03","4"
"201604","17","1724","2223.02","9"
"201604","16","1638","5153.04","1"
"201604","16","1620","5120.05","1"
"201604","01","0105","2221.02","9"
"201604","01","0101","2635.01","2"
"201604","15","1502","5321.03","2"
"201604","16","1601","5414.02","12"
"201604","18","1804","7233.01","1"
"201604","01","0106","2634.01","1"
"201604","07","0701","7126.01","1"
"201604","09","0906","2262.01","1"
"201604","12","1201","3313.02","3"
"201604","11","1149","2211.01","2"
"201604","02","0214","2310.01","3"
"201604","05","0529","8341.04","2"
"201604","05","0519","3256.02","1"
"201604","18","1820","5246.07","1"
"201604","11","1103","2221.07","5"
"201604","10","1032","2223.02","2"
"201604","18","1804","2164.02","1"
"201604","14","1412","1345.20","1"
"201604","02","0219","2212.16","2"
"201604","01","0106","2212.02","3"
"201604","01","0105","9312.01","4"
"201604","16","1601","2634.13","3"
"201604","10","1001","2166.01","1"
"201604","20","2020","3412.07","1"
"201604","08","0805","2141.03","1"
"201604","08","0826","9112.02","9"
"201604","02","0213","5329.02","26"
"201604","12","1201","6113.01","2"
"201604","09","0940","2341.01","5"
"201604","02","0216","5321.03","4"
"201604","12","1247","2341.01","11"
"201604","01","0101","3113.02","1"
"201604","14","1426","2264.01","1"
"201604","15","1504","1345.14","1"
"201604","12","1201","2262.11","2"
"201604","18","1833","5419.11","1"
"201604","02","0220","2341.01","38"
"201604","15","1502","7114.02","4"
"201604","14","1416","3412.03","1"
"201604","18","1837","3355.02","3"
"201604","11","1134","2223.02","4"
"201604","05","0521","4321.01","2"
"201604","18","1820","4224.07","3"
"201604","15","1571","4110.02","1"
"201604","11","1106","1420.05","1"
"201604","02","0220","3313.22","1"
"201604","04","0437","2221.08","1"
"201604","03","0301","6113.02","1"
"201604","11","1120","3511.01","1"
"201604","18","1849","2330.03","4"
"201604","06","0625","2342.07","1"
"201604","18","1816","3152.08","2"
"201604","18","1805","1120.62","1"
"201604","02","0230","2221.01","1"
"201604","12","1234","1120.13","1"
"201604","16","1657","2223.02","1"
"201604","18","1805","7231.04","2"
"201604","09","0904","1349.04","1"
"201604","08","0821","7231.01","1"
"201604","12","1251","2422.05","1"
"201604","11","1134","5120.03","2"
"201604","11","1135","8181.03","2"
"201604","12","1259","2211.03","1"
"201604","02","0233","2519.01","1"
"201604","04","0432","9621.02","2"
"201604","12","1231","2422.05","1"
"201604","06","0605","3119.02","2"
"201604","07","0722","8160.36","1"
"201604","02","0213","8114.04","3"
"201604","05","0534","5321.02","1"
"201604","06","0602","9313.01","1"
"201604","11","1133","9313.01","1"
"201604","09","0906","5113.08","3"
"201604","05","0512","3119.21","1"
"201604","02","0233","2223.02","4"
"201604","14","1420","9621.07","2"
"201604","11","1102","4412.02","2"
"201604","08","0806","2351.01","1"
"201604","19","1903","2341.01","6"
"201604","12","1238","5223.13","2"
"201604","08","0819","3115.22","1"
"201604","14","1426","5223.02","1"
"201604","16","1601","2212.15","3"
"201604","08","0822","3256.01","1"
"201604","15","1520","2262.02","1"
"201604","18","1813","1342.28","1"
"201604","18","1833","2341.07","2"
"201604","15","1502","5329.04","2"
"201604","09","0914","5131.09","4"
"201604","02","0230","3213.01","1"
"201604","12","1246","2224.10","1"
"201604","01","0101","1323.12","1"
"201604","11","1103","5153.03","2"
"201604","17","1721","2211.01","1"
"201604","01","0106","5329.04","1"
"201604","14","1432","5244.02","3"
"201604","08","0806","1321.02","1"
"201604","18","1870","7522.03","1"
"201604","19","1903","4224.07","3"
"201604","11","1134","3114.03","1"
"201604","08","0822","5329.02","4"
"201604","19","1931","3313.01","1"
"201604","20","2030","7212.06","1"
"201604","02","0237","2351.03","4"
"201604","08","0806","4311.02","1"
"201604","17","1721","4110.06","1"
"201604","07","0706","3332.06","1"
"201604","19","1931","5311.03","1"
"201604","03","0301","3351.01","5"
"201604","09","0901","1412.02","1"
"201604","18","1804","1420.06","1"
"201604","14","1449","2223.02","1"
"201604","02","0229","2634.01","1"
"201604","15","1515","5131.05","1"
"201604","15","1502","5329.02","2"
"201604","02","0211","5131.06","10"
"201604","15","1504","5120.03","4"
"201604","02","0213","5321.04","6"
"201604","10","1001","1211.10","1"
"201604","10","1001","2330.03","16"
"201604","02","0230","2223.02","18"
"201604","UT","Norg","2411.04","1"
"201604","18","1867","5321.05","2"
"201604","17","1742","2330.03","1"
"201604","20","2004","3113.01","1"
"201604","16","1657","2511.01","1"
"201604","02","0211","5120.03","6"
"201604","15","1548","5329.05","1"
"201604","16","1601","2267.01","1"
"201604","03","0301","3112.17","2"
"201604","05","0514","2359.01","3"
"201604","11","1119","5223.04","1"
"201604","12","1201","9510.01","7"
"201604","16","1635","2224.09","1"
"201604","07","0706","8322.04","1"
"201604","12","1251","2267.01","1"
"201604","02","0228","2166.03","1"
"201604","12","1224","5321.02","2"
"201604","12","1234","2342.04","1"
"201604","03","0301","3114.40","1"
"201604","12","1241","2341.01","2"
"201604","15","1505","5329.03","1"
"201604","04","0417","2330.03","3"
"201604","12","1238","7221.04","1"
"201604","02","0227","5329.02","1"
"201604","05","0502","1321.21","1"
"201604","09","0929","5163.02","1"
"201604","11","1135","4311.02","1"
"201604","18","1837","5329.01","1"
"201604","18","1804","2310.06","2"
"201604","01","0106","2221.08","1"
"201604","09","0926","6113.03","1"
"201604","06","0617","5329.02","1"
"201604","16","1601","2431.01","8"
"201604","06","0604","2422.05","2"
"201604","08","0806","8322.03","1"
"201604","02","0211","2264.01","1"
"201604","08","0826","5321.03","1"
"201604","18","1818","2224.02","1"
